gene	transcript	chromosome	start_position	end_position
TFAP2E	ENST00000373235	1	36038971	36060929
MSH3	ENST00000265081	5	79950467	80172279
SBSPON	ENST00000297354	8	73976775	74036323
EFCAB6	ENST00000262726	22	43924624	44208217
STX4	ENST00000313843	16	31044210	31054296
H3F3A	ENST00000366813	1	226249552	226259702
SIAE	ENST00000263593	11	124503009	124565603
EPCAM	ENST00000263735	2	47572297	47614740
CLIC4	ENST00000374379	1	25071848	25170815
ZNF226	ENST00000590089	19	44669226	44682534
SLC12A9	ENST00000354161	7	100424442	100464631
ZNF595	ENST00000526473	4	53179	88099
MLNR	ENST00000218721	13	49794474	49796513
EIF4EBP2	ENST00000373218	10	72164135	72188374
HPSE	ENST00000405413	4	84213614	84256306
BAG5	ENST00000337322	14	104022881	104029168
SLC25A10	ENST00000331531	17	79670404	79688042
SLC25A29	ENST00000359232	14	100757448	100772884
FAM153A	ENST00000440605	5	177134982	177210399
CEP44	ENST00000457424	4	175204828	175254531
CMTR2	ENST00000338099	16	71315292	71323618
HSD17B7	ENST00000254521	1	162760492	162782607
FAM169B	ENST00000558256	15	98980391	99057611
TPBG	ENST00000369750	6	83072923	83080545
MRO	ENST00000436348	18	48324574	48351772
GYPA	ENST00000360771	4	145030457	145061904
SLX1A	ENST00000251303	16	30205208	30208882
ZNF675	ENST00000359788	19	23708433	23870022
ZNF200	ENST00000431561	16	3272325	3286221
CHTF18	ENST00000262315	16	838046	850737
ZNHIT6	ENST00000370574	1	86115106	86174116
GCNT2	ENST00000379597	6	10492456	10629601
DFFA	ENST00000377038	1	10516579	10532583
RHOB	ENST00000272233	2	20646835	20649200
AC006547.14	ENST00000439765	22	20135950	20138399
TMED6	ENST00000288025	16	69377151	69385712
RPUSD4	ENST00000298317	11	126071993	126081587
ANKK1	ENST00000303941	11	113258513	113271140
PCDHA11	ENST00000398640	5	140248689	140391929
ADAM28	ENST00000265769	8	24151553	24216531
MCAT	ENST00000290429	22	43528212	43539400
PLEKHF1	ENST00000436066	19	30155963	30166364
GDAP1	ENST00000220822	8	75233365	75401107
SYNM	ENST00000336292	15	99638420	99675798
TULP2	ENST00000221399	19	49384222	49401990
PIGX	ENST00000296333	3	196366646	196462878
OCEL1	ENST00000215061	19	17337013	17340028
ADM	ENST00000528655	11	10326227	10328944
SERPINB11	ENST00000544088	18	61314813	61391127
GNE	ENST00000396594	9	36214438	36277053
MLC1	ENST00000311597	22	50497820	50524331
ACADL	ENST00000233710	2	211052663	211090215
LDLRAP1	ENST00000374338	1	25870071	25895377
C2orf62	ENST00000289388	2	219221579	219232822
ELL3	ENST00000319359	15	44064798	44069741
PPAN	ENST00000556468	19	10216965	10225414
PPAN-P2RY11	ENST00000393796	19	10216899	10225456
CA13	ENST00000321764	8	86132816	86196302
BAG1	ENST00000472232	9	33247818	33264761
FUT11	ENST00000372841	10	75532049	75540009
SLC24A5	ENST00000341459	15	48413169	48434869
SLC19A1	ENST00000311124	21	46913486	46964325
NPSR1	ENST00000359791	7	34697851	34917944
MEGT1	ENST00000503322	6	31674681	31685695
TRIM62	ENST00000291416	1	33611003	33647660
TIGD1	ENST00000408957	2	233412779	233415226
LTF	ENST00000231751	3	46477136	46526724
SLC22A18	ENST00000380574	11	2920951	2946476
TPD52	ENST00000379097	8	80870571	81143467
SAMD15	ENST00000216471	14	77843032	77857840
C19orf55	ENST00000544099	19	36249044	36261930
LGALS9B	ENST00000324290	17	20352708	20370852
TSPAN2	ENST00000369516	1	115590632	115632121
CRTAM	ENST00000227348	11	122709208	122743347
ZC3HAV1L	ENST00000275766	7	138710452	138720775
GTF2IRD2	ENST00000405086	7	74210483	74267847
CBLN2	ENST00000269503	18	70203915	70305756
NOD1	ENST00000222823	7	30464143	30518400
GRHPR	ENST00000318158	9	37422663	37436987
POLR3GL	ENST00000369314	1	145456236	145470388
PCDHB17	ENST00000539533	5	140535577	140538639
CYP2E1	ENST00000463117	10	135333910	135374724
CRYZL1	ENST00000381554	21	34961647	35016232
FAM83D	ENST00000217429	20	37554955	37581703
PYROXD2	ENST00000370575	10	100143322	100174941
PKDREJ	ENST00000253255	22	46651560	46659219
HK3	ENST00000292432	5	176307870	176326333
AMDHD1	ENST00000266736	12	96337071	96362370
IDUA	ENST00000247933	4	980785	998316
DMRTA1	ENST00000325870	9	22446840	22455739
SLC47A1	ENST00000270570	17	19398698	19482347
DZANK1	ENST00000262547	20	18364011	18447925
GNPNAT1	ENST00000216410	14	53241912	53258386
ERMAP	ENST00000372517	1	43282795	43310660
DUSP14	ENST00000487847	17	35849937	35873603
FRA10AC1	ENST00000359204	10	95427640	95462329
SLC25A20	ENST00000319017	3	48894369	48936426
PDCD5	ENST00000590247	19	33071974	33078358
CCDC51	ENST00000395694	3	48473574	48481866
GCFC2	ENST00000321027	2	75879126	75938115
PLA2G4F	ENST00000382396	15	42433332	42448839
APOBEC3A	ENST00000402255	22	39348746	39359188
QTRTD1	ENST00000485050	3	113724680	113807269
BLK	ENST00000259089	8	11351510	11422113
ZDHHC1	ENST00000348579	16	67428322	67450736
ITFG3	ENST00000600536	16	299546	319942
TMEM9	ENST00000367330	1	201103900	201140702
XIRP1	ENST00000340369	3	39224701	39234087
LAX1	ENST00000442561	1	203734304	203745361
LRPAP1	ENST00000500728	4	3508103	3534286
IZUMO1	ENST00000332955	19	49244109	49250166
CASP4	ENST00000444739	11	104813593	104840163
DPYS	ENST00000351513	8	105342552	105479281
PPID	ENST00000307720	4	159630286	159644548
PLIN3	ENST00000221957	19	4838353	4867780
MPI	ENST00000352410	15	75182346	75191798
COX6B1	ENST00000246554	19	36139125	36149763
ME1	ENST00000369705	6	83920108	84140797
SEPT10	ENST00000397712	2	110300559	110371783
KDELC2	ENST00000323468	11	108342832	108369159
RRP15	ENST00000366932	1	218458629	218511325
ZNF764	ENST00000252797	16	30565085	30569819
LINGO4	ENST00000368820	1	151772740	151778630
GRM6	ENST00000231188	5	178405328	178423207
TNFRSF10D	ENST00000312584	8	22993101	23021543
DUSP18	ENST00000334679	22	31048038	31063877
SLC16A3	ENST00000581287	17	80186273	80219005
MRPL41	ENST00000371443	9	140445651	140447007
NEK5	ENST00000355568	13	52611093	52703214
FAM153B	ENST00000515817	5	175487692	175559261
SNRNP48	ENST00000342415	6	7590432	7612200
TMEM41A	ENST00000421852	3	185194284	185216845
DBF4B	ENST00000315005	17	42785976	42829632
PMM1	ENST00000216259	22	41972898	41985894
FAM227A	ENST00000406767	22	38974125	39052634
CPT2	ENST00000371486	1	53662101	53679869
ABRA	ENST00000311955	8	107771711	107782473
DMRT3	ENST00000190165	9	976964	991731
HELB	ENST00000247815	12	66696325	66737423
LTB4R	ENST00000396789	14	24780656	24787242
ACADSB	ENST00000358776	10	124768495	124817827
GSTM3	ENST00000540225	1	110276554	110284384
TKTL2	ENST00000280605	4	164392257	164395047
OR10T2	ENST00000334438	1	158368312	158369256
INS	ENST00000397262	11	2181009	2182571
LRRC17	ENST00000339431	7	102553438	102585396
WNT16	ENST00000222462	7	120965421	120981158
GDE1	ENST00000353258	16	19513015	19533467
SH3BGRL	ENST00000373212	X	80457442	80554046
PHTF1	ENST00000369604	1	114239453	114302111
ADH6	ENST00000394899	4	100123795	100140694
DMGDH	ENST00000255189	5	78293438	78531861
FAM53A	ENST00000308132	4	1619642	1686029
IL1RL1	ENST00000233954	2	102927962	102968497
SLC39A3	ENST00000269740	19	2732202	2740150
CROT	ENST00000419147	7	86974997	87029111
IFLTD1	ENST00000458174	12	25562241	25801513
RBM11	ENST00000400577	21	15588451	15600693
PLAC8	ENST00000426923	4	84011201	84058228
FAM26E	ENST00000368599	6	116832809	116845955
ATAD3C	ENST00000378785	1	1385069	1405538
EGFL8	ENST00000395512	6	32132360	32136058
LINGO3	ENST00000585527	19	2289774	2308156
GLT6D1	ENST00000371763	9	138515502	138531386
ADAL	ENST00000428046	15	43622872	43646096
NR1I2	ENST00000337940	3	119499331	119537332
CCNO	ENST00000282572	5	54526980	54529508
CHADL	ENST00000216241	22	41625517	41636938
RAB3C	ENST00000282878	5	57878048	58155213
DCT	ENST00000446125	13	95089558	95131936
CLIC5	ENST00000185206	6	45868045	46048132
CLN8	ENST00000331222	8	1703944	1734738
SSPN	ENST00000242729	12	26274924	26452223
FCAMR	ENST00000324852	1	207131310	207143970
DSPP	ENST00000399271	4	88529681	88538062
TAS1R1	ENST00000333172	1	6615241	6639817
INPP5J	ENST00000404390	22	31518717	31530682
PRSS27	ENST00000302641	16	2762419	2770552
FDXACB1	ENST00000260257	11	111744780	111751967
MRPL42	ENST00000549982	12	93861264	93897545
MYO19	ENST00000431794	17	34851477	34899284
PAQR7	ENST00000374296	1	26187701	26197744
DPCD	ENST00000370151	10	103330317	103369425
SLC26A4	ENST00000265715	7	107301080	107358254
ALG2	ENST00000476832	9	101978708	101984238
MED22	ENST00000491289	9	136205160	136214986
FMO4	ENST00000367749	1	171283347	171311223
NUDT17	ENST00000334513	1	145586115	145589439
GPATCH11	ENST00000608836	2	37311594	37326387
MED29	ENST00000315588	19	39881943	39891277
NPHS2	ENST00000367615	1	179519674	179545087
CD320	ENST00000301458	19	8367011	8373240
C12orf10	ENST00000267103	12	53693470	53700961
IGFL3	ENST00000341415	19	46623328	46627931
CYP1B1	ENST00000260630	2	38294116	38337044
CCDC126	ENST00000307471	7	23636998	23684327
C6orf203	ENST00000443043	6	107349407	107372546
ADAM2	ENST00000265708	8	39601254	39695808
FRMPD2	ENST00000374201	10	49364601	49482941
CLDN1	ENST00000295522	3	190023490	190040264
CHMP1A	ENST00000397901	16	89710839	89724253
RANBP3L	ENST00000502994	5	36248536	36302216
TMLHE	ENST00000334398	X	154719776	154899605
UTP11L	ENST00000373014	1	38474930	38490496
MDH1B	ENST00000374412	2	207602487	207630271
HELT	ENST00000338875	4	185939995	185941958
TRIM55	ENST00000315962	8	67039131	67087720
GBP7	ENST00000294671	1	89597434	89641723
CEBPA	ENST00000498907	19	33790840	33793470
C16orf78	ENST00000299191	16	49407734	49433342
CCNB2	ENST00000288207	15	59397277	59417244
BLOC1S2	ENST00000370372	10	102033713	102046469
C16orf93	ENST00000543610	16	30768744	30774031
CCDC173	ENST00000447353	2	170501935	170550943
LIPG	ENST00000261292	18	47087069	47119272
NOP16	ENST00000510123	5	175810949	175815976
CHST9	ENST00000284224	18	24495595	24765281
NDUFA1	ENST00000371437	X	119005450	119010625
NSMCE1	ENST00000361439	16	27236312	27280115
TTLL13	ENST00000339615	15	90792762	90808199
SLC46A3	ENST00000380814	13	29274201	29293107
CCDC89	ENST00000316398	11	85394893	85397320
IL17F	ENST00000336123	6	52101479	52109335
RAD51AP2	ENST00000399080	2	17691851	17699706
UBL4A	ENST00000369660	X	153712056	153715009
CTBS	ENST00000370630	1	85015289	85040163
ZCCHC3	ENST00000382352	20	277737	280965
STXBP6	ENST00000323944	14	25278862	25519503
CXCL1	ENST00000395761	4	74735110	74736959
OR52I1	ENST00000530443	11	4615037	4616243
CXCL12	ENST00000395794	10	44793038	44881941
GOLGA6C	ENST00000300576	15	75550940	75562540
NANOS3	ENST00000339133	19	13972877	13991571
CLRN3	ENST00000368671	10	129676105	129691211
GTF3C6	ENST00000329970	6	111279763	111289093
ACOT9	ENST00000379303	X	23720370	23784592
ISM2	ENST00000342219	14	77940740	77965210
FOXR1	ENST00000317011	11	118842417	118852001
C20orf78	ENST00000278779	20	18790372	18810797
TGM7	ENST00000452443	15	43568478	43594453
FANK1	ENST00000368693	10	127585108	127698161
MARVELD2	ENST00000325631	5	68710939	68740157
ZNF354C	ENST00000315475	5	178487416	178510538
COTL1	ENST00000262428	16	84599200	84651683
ASAH1	ENST00000381733	8	17913934	17942494
BCMO1	ENST00000258168	16	81272053	81324747
UGT2A1	ENST00000514019	4	70454912	70518967
SQRDL	ENST00000260324	15	45923346	45983492
STK19	ENST00000375333	6	31938868	31950598
METTL2B	ENST00000262432	7	128116783	128146656
NT5E	ENST00000257770	6	86159809	86205500
EEFSEC	ENST00000254730	3	127872297	128127485
SLC15A5	ENST00000344941	12	16341419	16430619
ABHD3	ENST00000289119	18	19230858	19284766
ENPP6	ENST00000296741	4	185009859	185142383
HEPHL1	ENST00000315765	11	93754527	93846917
CUZD1	ENST00000368904	10	124591665	124639146
ZNF404	ENST00000587539	19	44376515	44405537
KRTAP1-3	ENST00000344363	17	39190142	39191107
OAF	ENST00000328965	11	120081475	120101041
PTPRH	ENST00000376350	19	55692616	55720874
ASPN	ENST00000375544	9	95218487	95244788
FAM71F1	ENST00000315184	7	128349115	128371797
PCDHGA7	ENST00000518325	5	140762467	140892546
IL13RA2	ENST00000371936	X	114238538	114254540
LURAP1	ENST00000371980	1	46669006	46686933
EFCC1	ENST00000480450	3	128720472	128759585
SSUH2	ENST00000544814	3	8661086	8786726
EIF1AY	ENST00000361365	Y	22737611	22755040
SEL1L2	ENST00000378072	20	13829893	13977089
TMEM179B	ENST00000333449	11	62554887	62557877
TXNDC17	ENST00000250101	17	6544078	6547861
EFCAB1	ENST00000262103	8	49623348	49647870
PNLIPRP2	ENST00000537242	10	118380465	118404654
C6orf10	ENST00000447241	6	32256303	32339684
FARP2	ENST00000264042	2	242295658	242434256
TAPBP	ENST00000426633	6	33267471	33282164
KLRG1	ENST00000356986	12	9102640	9163356
OR6A2	ENST00000332601	11	6815756	6817128
SRCRB4D	ENST00000275560	7	76018651	76039012
CALY	ENST00000252939	10	135138927	135150475
IFIT3	ENST00000371818	10	91087651	91100728
PCDHGA4	ENST00000571252	5	140734768	140892546
BBS4	ENST00000268057	15	72978527	73030817
ALOX15B	ENST00000380183	17	7942335	7952452
METTL6	ENST00000443029	3	15422782	15482073
NINJ1	ENST00000375446	9	95883771	95896570
RASD1	ENST00000225688	17	17397751	17399709
TRMT10A	ENST00000273962	4	100467866	100485189
C8A	ENST00000361249	1	57320479	57383894
C2orf48	ENST00000381786	2	10281509	10351851
PNLIPRP3	ENST00000369230	10	118187379	118237469
EID2	ENST00000390658	19	40028890	40030870
LMAN1L	ENST00000309664	15	75105057	75118099
TGM2	ENST00000361475	20	36756863	36794980
SPINK4	ENST00000379721	9	33218363	33248565
MPC1	ENST00000360961	6	166778407	166796486
STYK1	ENST00000075503	12	10771538	10826917
ARMCX6	ENST00000539247	X	100870110	100872991
TK2	ENST00000451102	16	66541906	66586447
HFE	ENST00000357618	6	26087509	26098571
EIF1AD	ENST00000312234	11	65764016	65769647
SGCZ	ENST00000382080	8	13947373	15095848
CYP2R1	ENST00000334636	11	14899553	14913798
RAP2C	ENST00000342983	X	131337053	131353471
GPR157	ENST00000377411	1	9160364	9189229
HIBCH	ENST00000359678	2	191054461	191208919
ABCA8	ENST00000269080	17	66863433	66951533
ACD	ENST00000393919	16	67691415	67694713
PDE6B	ENST00000496514	4	619373	664571
TAC3	ENST00000458521	12	57403784	57422667
THUMPD2	ENST00000505747	2	39963200	40006407
C11orf48	ENST00000532208	11	62430287	62439727
WDR31	ENST00000374193	9	116075502	116102578
ADAT1	ENST00000307921	16	75630879	75657198
C1orf35	ENST00000272139	1	228288427	228293112
CNTLN	ENST00000380647	9	17134980	17503921
C7orf73	ENST00000507606	7	135347244	135378166
OR2B6	ENST00000244623	6	27925019	27925960
CAPZA3	ENST00000317658	12	18891045	18892121
PSPH	ENST00000395471	7	56078744	56119297
USP41	ENST00000454608	22	20704868	20745048
CLEC2B	ENST00000228438	12	10005583	10022735
GAS8	ENST00000268699	16	90086037	90111383
ATP7B	ENST00000242839	13	52506809	52585630
ZNF554	ENST00000317243	19	2819872	2835771
CYP8B1	ENST00000316161	3	42897497	42917633
TMEM109	ENST00000227525	11	60681346	60690915
HSD11B1L	ENST00000423665	19	5680615	5688533
GDF9	ENST00000378673	5	132196873	132202576
MCOLN2	ENST00000370608	1	85391268	85462796
PTPLAD2	ENST00000495827	9	20995306	21031635
ALG3	ENST00000397676	3	183960089	183967336
HYAL3	ENST00000336307	3	50330262	50336899
SIT1	ENST00000259608	9	35649292	35650937
PARP11	ENST00000228820	12	3900213	3982608
SLC25A30	ENST00000519676	13	45967451	45992590
PRF1	ENST00000441259	10	72357104	72362531
YEATS4	ENST00000247843	12	69753483	69784576
PCDHA12	ENST00000398631	5	140255058	140391929
CD109	ENST00000287097	6	74405508	74538040
TMEM40	ENST00000314124	3	12775024	12810956
PRODH2	ENST00000301175	19	36290890	36304201
ATP6V0E2	ENST00000421974	7	149570057	149577784
WDR89	ENST00000394942	14	64063757	64108579
CTD-2410N18.5	ENST00000519718	5	133502861	133561762
PPIH	ENST00000304979	1	43124096	43142429
ABHD16B	ENST00000369916	20	62492566	62494341
AK8	ENST00000298545	9	135600965	135754164
ACBD7	ENST00000356189	10	15119522	15130775
PRKAG3	ENST00000529249	2	219687106	219696809
CLDN22	ENST00000323319	4	184239220	184241927
CMTM7	ENST00000334983	3	32433163	32524559
CENPA	ENST00000335756	2	26987157	27023935
IQCF5	ENST00000446461	3	51907737	51909600
APOA4	ENST00000357780	11	116691419	116694022
HDDC2	ENST00000398153	6	125541108	125623282
GANC	ENST00000318010	15	42565431	42645864
SLC2A5	ENST00000377424	1	9095166	9148537
TRDMT1	ENST00000377799	10	17184253	17244053
PLA2G12B	ENST00000373032	10	74694928	74714536
SFXN3	ENST00000224807	10	102790991	102800998
MUTYH	ENST00000372098	1	45794835	45806142
ZKSCAN3	ENST00000377255	6	28317691	28336947
CYP26A1	ENST00000224356	10	94833232	94837647
PGLYRP3	ENST00000290722	1	153270338	153283194
EPPIN	ENST00000555685	20	44165625	44176391
EPPIN-WFDC6	ENST00000504988	20	44165625	44176065
ERAP2	ENST00000437043	5	96211643	96255420
DDX49	ENST00000247003	19	19030484	19039436
APOM	ENST00000375916	6	31620193	31625987
RNF39	ENST00000244360	6	30038043	30043664
DGUOK	ENST00000264093	2	74153953	74186088
MAP9	ENST00000311277	4	156263810	156298122
RPF1	ENST00000370654	1	84944942	84963473
EFCAB7	ENST00000371088	1	63989043	64038364
EFNA2	ENST00000215368	19	1286153	1301430
AWAT1	ENST00000374521	X	69454505	69460477
OPRD1	ENST00000234961	1	29138654	29190208
BTN3A1	ENST00000289361	6	26402465	26415444
IGFBP1	ENST00000275525	7	45927956	45933267
STARD6	ENST00000581310	18	51850728	51884334
TSTD2	ENST00000341170	9	100362362	100395962
ANGPTL6	ENST00000253109	19	10203014	10213472
TRAPPC12	ENST00000324266	2	3383446	3488865
SH2D7	ENST00000328828	15	78370150	78397251
FAM163A	ENST00000341785	1	179712298	179785333
RUFY4	ENST00000374155	2	218899683	218955304
SLAMF8	ENST00000289707	1	159796540	159807039
ANKRD9	ENST00000286918	14	102973179	102976136
C3orf30	ENST00000295622	3	118864997	118878889
CCDC171	ENST00000380701	9	15552895	16061661
CD68	ENST00000250092	17	7482785	7485429
CALHM3	ENST00000369783	10	105232561	105238997
GCOM1	ENST00000380569	15	57884106	58006943
STEAP1	ENST00000297205	7	89783689	89794143
SEC22A	ENST00000309934	3	122920774	122992977
ST3GAL6	ENST00000394162	3	98451080	98540045
KCNAB3	ENST00000303790	17	7825177	7833121
KRT86	ENST00000293525	12	52643084	52702947
MMRN1	ENST00000394980	4	90800683	90875780
TCF19	ENST00000376257	6	31126319	31134936
TSPEAR	ENST00000323084	21	45917775	46131495
ALG14	ENST00000370205	1	95439963	95538501
SLC5A8	ENST00000536262	12	101549271	101604185
ARL15	ENST00000504924	5	53179775	53606412
RASA2	ENST00000286364	3	141205889	141334184
RASA4	ENST00000262940	7	102220093	102257204
TCP10L	ENST00000300258	21	33948862	33959683
IL36B	ENST00000259213	2	113779668	113810444
C17orf112	ENST00000441889	17	51062880	51065012
C17orf51	ENST00000391411	17	21428051	21477722
C10orf82	ENST00000369210	10	118423207	118429775
MRPL22	ENST00000523037	5	154320630	154348971
CA5B	ENST00000318636	X	15706953	15805747
SLC39A2	ENST00000298681	14	21467414	21470030
DSC3	ENST00000360428	18	28569974	28622781
PTCHD3	ENST00000438700	10	27687116	27703297
PMCH	ENST00000329406	12	102590237	102591623
ZNF575	ENST00000314228	19	44029649	44040282
CBWD1	ENST00000356521	9	121041	188979
DHRSX	ENST00000334651	X	2137557	2420846
ARL4D	ENST00000320033	17	41476327	41478505
SLC25A51	ENST00000377716	9	37879400	37904350
NDUFAF6	ENST00000396124	8	95907995	96128683
DYDC1	ENST00000372204	10	82095861	82116511
TMCO3	ENST00000434316	13	114145310	114204542
EPPK1	ENST00000525985	8	144939497	144952632
ALKBH2	ENST00000429722	12	109525996	109531436
SLC12A3	ENST00000438926	16	56899119	56949762
C10orf11	ENST00000372499	10	77360998	78319925
GZMM	ENST00000264553	19	544034	549919
PEX2	ENST00000419564	8	77892494	77913280
FITM1	ENST00000267426	14	24600484	24602058
RNF168	ENST00000318037	3	196195654	196230639
ARRDC1	ENST00000371421	9	140500106	140509812
NCF4	ENST00000397147	22	37257030	37274057
ZNF225	ENST00000262894	19	44616334	44637027
SHISA4	ENST00000362011	1	201857808	201861434
ZNF385C	ENST00000436535	17	40177594	40217383
FXYD2	ENST00000292079	11	117671559	117699413
C19orf54	ENST00000378313	19	41246761	41257458
MCHR2	ENST00000281806	6	100367786	100442123
FAHD2A	ENST00000233379	2	96068469	96082364
CHPF2	ENST00000035307	7	150929575	150935908
CXCL14	ENST00000337225	5	134906373	134914969
ENKUR	ENST00000331161	10	25270908	25305089
MMP21	ENST00000368808	10	127455022	127464390
NUBP2	ENST00000262302	16	1832902	1839192
OR10P1	ENST00000309675	12	56030644	56031638
SOX7	ENST00000554914	8	10582909	10697357
CTD-2192J16.24	ENST00000597961	19	12775642	12780211
GNG11	ENST00000248564	7	93551011	93557922
SLC39A5	ENST00000266980	12	56623833	56631630
CYP2A6	ENST00000301141	19	41349443	41356352
